school_name,school_type,gu,dong,address,address_detail,founded
서울개명초등학교,초등학교,구로구,개봉동,서울특별시 구로구 개봉로1다길 16-9,(개봉동/개명초등학교),19831203
서울개봉초등학교,초등학교,구로구,개봉동,서울특별시 구로구 개봉로16길 30-11,(개봉동),19710901
서울개운초등학교,초등학교,성북구,돈암동,서울특별시 성북구 정릉로48길 52,(돈암동/서울개운초등학교),20020710
서울개웅초등학교,초등학교,구로구,개봉동,서울특별시 구로구 개봉로11길 98,(개봉동/개웅초등학교),19980731
서울개원초등학교,초등학교,강남구,개포동,서울특별시 강남구 선릉로 29,"(개포동,개원초등학교)",19820920
서울개일초등학교,초등학교,강남구,개포동,서울특별시 강남구 개포로 401,/ 개일초등학교 (개포동/개일초등학교),19871117
서울개포초등학교,초등학교,강남구,개포동,서울특별시 강남구 삼성로4길 30,(개포동/ 개포초등학교),19830510
서울개현초등학교,초등학교,강남구,개포동,서울특별시 강남구 선릉로 15,"(개포동, 서울개현초등학교)",20240301
서울개화초등학교,초등학교,강서구,방화동,서울특별시 강서구 양천로 11,(방화동/개화초등학교),19560510
서울거여초등학교,초등학교,송파구,오금동,서울특별시 송파구 마천로25길 18,(오금동/ 거여초등학교),19670915
서울거원초등학교,초등학교,송파구,거여동,서울특별시 송파구 양산로2길 26,(거여동/거원초등학교),19970901
서울경동초등학교,초등학교,성동구,성수동,서울특별시 성동구 성수일로 34,(성수동1가/경동초등학교),19131001
서울경수초등학교,초등학교,성동구,성수동,서울특별시 성동구 뚝섬로13길 22,(성수동2가/경수초등학교),19820429
서울경운학교,특수학교,종로구,경운동,서울특별시 종로구 삼일대로 454,(경운동),20020301
서울경인초등학교,초등학교,양천구,목동,서울특별시 양천구 안양천로 1009,(목동/서울경인초등학교),19861127
서울경일초등학교,초등학교,성동구,성수동,서울특별시 성동구 뚝섬로 332,(성수동1가),19841031
서울계남초등학교,초등학교,양천구,신정동,서울특별시 양천구 목동동로2길 54,/ 서울계남초등학교 (신정동/서울계남초등학교),19790506
서울계상초등학교,초등학교,노원구,상계동,서울특별시 노원구 한글비석로41가길 24,(상계동),19830701
서울고덕초등학교,초등학교,강동구,고덕동,서울특별시 강동구 아리수로82길 42,/ 고덕초등학교 (고덕동),19831203
서울고등학교,고등학교,서초구,서초동,서울특별시 서초구 효령로 197,(서초동/서울고등학교),19460201
서울고명초등학교,초등학교,강동구,명일동,서울특별시 강동구 고덕로46길 53,/ 서울고명초등학교 (명일동),19801129
서울고산초등학교,초등학교,구로구,고척동,서울특별시 구로구 중앙로 6,(고척동/ 고산초등학교),19910902
서울고원초등학교,초등학교,구로구,고척동,서울특별시 구로구 경인로46길 13,(고척동/ 서울고원초등학교),20040301
서울고은초등학교,초등학교,서대문구,홍제동,서울특별시 서대문구 모래내로 441,(홍제동/ 서울고은초등학교),19711203
서울고일초등학교,초등학교,강동구,상일동,서울특별시 강동구 구천면로93길 20,/ 서울고일초등학교 (상일동),19831203
서울고척초등학교,초등학교,구로구,고척동,서울특별시 구로구 경서로 31,(고척동),19671206
서울고현초등학교,초등학교,강동구,,서울특별시 강동구 상일로11길 110,/ 서울고현초등학교 ,20200301
서울공덕초등학교,초등학교,마포구,공덕동,서울특별시 마포구 만리재옛길 13,(공덕동/ 공덕초등학교),19440411
서울공릉초등학교,초등학교,노원구,공릉동,서울특별시 노원구 동일로173길 12,(공릉동/서울공릉초등학교),19790404
서울공업고등학교,고등학교,동작구,대방동,서울특별시 동작구 대방동1길 46,/ 서울공업고등학교 (대방동),18990505
서울공연예술고등학교,고등학교,구로구,궁동,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동),19660306
서울공연초등학교,초등학교,노원구,공릉동,서울특별시 노원구 동일로192가길 16,(공릉동/서울공연초등학교),19820707
서울공진초등학교,초등학교,강서구,마곡동,서울특별시 강서구 마곡서로 33,/ 서울공진초등학교 (마곡동 749-2),19921125
서울공항초등학교,초등학교,강서구,마곡동,서울특별시 강서구 마곡서1로 68 ,(마곡동),19821110
서울과학고등학교,고등학교,종로구,,서울특별시 종로구 혜화로 63,(명륜1가),19880914
서울관광고등학교,고등학교,관악구,봉천동,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),19780315
서울관악초등학교,초등학교,,봉천동,서울 관악구 청룡4길 49,/ 관악초등학교 (봉천동/관악초등학교),19711204
서울광남초등학교,초등학교,광진구,광장동,서울특별시 광진구 아차산로70길 35,(광장동),19900120
서울광장초등학교,초등학교,광진구,광장동,서울특별시 광진구 광장로1길 27,/ 서울광장초등학교 (광장동),19461110
서울광진초등학교,초등학교,광진구,구의동,서울특별시 광진구 자양로40길 41,/ 서울광진초등학교 (구의동),20030901
서울광진학교,특수학교,광진구,구의동,서울특별시 광진구 강변역로 18,/ 서울광진학교 (구의동/ 서울광진학교),19990115
서울광희초등학교,초등학교,중구,신당동,서울특별시 중구 다산로 269,(신당동/광희초등학교),18950719
서울교동초등학교,초등학교,종로구,경운동,서울특별시 종로구 삼일대로 446,(경운동),18940918
서울교육대학교부설초등학교,초등학교,서초구,서초동,서울특별시 서초구 서초중앙로 96,(서초동/서울교대초등학교),19530131
서울구남초등학교,초등학교,광진구,구의동,서울특별시 광진구 구의강변로 69,/ 서울구남초등학교 (구의동),19980301
서울구로남초등학교,초등학교,구로구,구로동,서울특별시 구로구 디지털로27길 76,(구로동/구로남초등학교),19640311
서울구로초등학교,초등학교,구로구,구로동,서울특별시 구로구 구로중앙로27나길 9,/ 구로동443 (구로동),19500620
서울구룡초등학교,초등학교,강남구,개포동,서울특별시 강남구 개포로 263,(개포동/구룡초등학교),19831130
서울구산초등학교,초등학교,은평구,구산동,서울특별시 은평구 서오릉로15길 16,(구산동/ 구산초등학교),19771129
서울구암초등학교,초등학교,관악구,봉천동,서울특별시 관악구 구암길 1,/ 서울구암초등학교 (봉천동),19770211
서울구의초등학교,초등학교,광진구,화양동,서울특별시 광진구 광나루로30길 49,/ 서울구의초등학교 (화양동),19811226
서울구일초등학교,초등학교,구로구,구로동,서울특별시 구로구 구일로 68,(구로동/구일초등학교),19871022
서울구현초등학교,초등학교,은평구,구산동,서울특별시 은평구 갈현로15길 51,(구산동/구현초등학교),20081231
서울국제고등학교,고등학교,종로구,,서울특별시 종로구 성균관로13길 40,/ 서울국제고 (명륜1가),20070719
서울군자초등학교,초등학교,동대문구,장안동,서울특별시 동대문구 한천로6길 21,/ 서울군자초등학교 (장안동),19730106
서울금나래초등학교,초등학교,금천구,시흥동,서울특별시 금천구 시흥대로79길 37,(시흥동),20170301
서울금동초등학교,초등학교,금천구,시흥동,서울특별시 금천구 금하로30길 53,/ 서울금동초등학교 (시흥동),20030301
서울금북초등학교,초등학교,성동구,금호동,서울특별시 성동구 행당로1길 13,/ 서울금북초등학교 (금호동1가),19681126
서울금산초등학교,초등학교,금천구,시흥동,서울특별시 금천구 시흥대로24길 57,"(시흥동, 서울금산초등학교)",19980731
서울금양초등학교,초등학교,용산구,효창동,서울특별시 용산구 효창원로 137,", 서울금양초등학교 (효창동)",19150910
서울금옥초등학교,초등학교,성동구,금호동,서울특별시 성동구 독서당로 251,(금호동4가/ 서울금옥초등학교),19620412
서울금융고등학교,고등학교,양천구,신월동,서울특별시 양천구 가로공원로61길 19,/ 서울금융고등학교 (신월동),19841217
서울금천초등학교,초등학교,금천구,시흥동,서울특별시 금천구 탑골로5길 60,(시흥동),19831007
서울금호초등학교,초등학교,성동구,금호동,서울특별시 성동구 무수막길 69,/ 서울금호초등학교 (금호동2가),19580401
서울금화초등학교,초등학교,서대문구,천연동,서울특별시 서대문구 통일로 165,(천연동/서울금화초등학교),19240324
서울길동초등학교,초등학교,강동구,길동,서울특별시 강동구 양재대로116길 69,/ 서울길동초등학교 (길동),19730106
서울길원초등학교,초등학교,성북구,길음동,서울특별시 성북구 길음로15길 55,/ 서울길원초등학교 (길음동),20060105
서울길음초등학교,초등학교,성북구,길음동,서울특별시 성북구 길음로 142,(길음동/서울길음초등학교),19841205
서울나래학교,특수학교,서초구,염곡동,서울특별시 서초구 염곡안1길 25,(염곡동/ 서울나래학교),20190901
서울난곡초등학교,초등학교,관악구,신림동,서울특별시 관악구 난곡로35길 102,(신림동/ 난곡초등학교),19710422
서울난우초등학교,초등학교,관악구,신림동,서울특별시 관악구 난우길 40,(신림동/난우초등학교),19761203
서울난향초등학교,초등학교,관악구,신림동,서울특별시 관악구 난향길 9,(신림동/난향초등학교),19810406
서울남명초등학교,초등학교,양천구,신정동,서울특별시 양천구 중앙로23길 3,(신정동/서울남명초등학교),19911030
서울남부초등학교,초등학교,관악구,신림동,서울특별시 관악구 남부순환로163길 14,/ 서울남부초등학교 (신림동),19851008
서울남사초등학교,초등학교,동작구,사당동,서울특별시 동작구 동작대로13길 22,(사당동),19790927
서울남산초등학교,초등학교,중구,남산동,서울특별시 중구 퇴계로22길 17,/ 서울남산초등학교 (남산동2가),19451101
서울남성초등학교,초등학교,동작구,사당동,서울특별시 동작구 사당로23길 57-14,(사당동/ 서울남성초등학교),19670915
서울남정초등학교,초등학교,용산구,,서울특별시 용산구 원효로64길 17-10,/ 서울남정초등학교 (원효로2가),19451101
서울남천초등학교,초등학교,송파구,마천동,서울특별시 송파구 성내천로 207,(마천동),19831203
서울내발산초등학교,초등학교,강서구,내발산동,서울특별시 강서구 강서로46길 23,(내발산동/내발산초등학교),19831203
서울노량진초등학교,초등학교,동작구,노량진동,서울특별시 동작구 장승배기로 160,(노량진동),19480320
서울노원초등학교,초등학교,노원구,상계동,서울특별시 노원구 동일로230나길 32,(상계동/ 노원초등학교),19720902
서울노일초등학교,초등학교,노원구,상계동,서울특별시 노원구 동일로 1625,(상계동/노일초등학교),19941110
서울녹번초등학교,초등학교,은평구,녹번동,서울특별시 은평구 녹번로1길 1,(녹번동/ 서울녹번초등학교),19820924
서울녹천초등학교,초등학교,노원구,월계동,서울특별시 노원구 마들로3길 34,/ 서울녹천초등학교 (월계동),19950110
서울논현초등학교,초등학교,강남구,논현동,서울특별시 강남구 강남대로120길 33,(논현동/논현초등학교),19721123
서울농학교,특수학교,종로구,신교동,서울특별시 종로구 필운대로 103,(신교동),19130401
서울누원초등학교,초등학교,도봉구,도봉동,서울특별시 도봉구 마들로 859-44,(도봉동),19930720
서울다솜관광고등학교,각종학교(고),종로구,숭인동,서울특별시 종로구 종로58길 30,(숭인동),20120301
서울다원학교,특수학교,성북구,성북동,서울특별시 성북구 성북로31길 5-15,/ 서울다원학교 (성북동),20150901
서울답십리초등학교,초등학교,동대문구,답십리동,서울특별시 동대문구 전농로3길 23,/ 서울답십리초등학교 (답십리동),19620201
서울당곡초등학교,초등학교,관악구,봉천동,서울특별시 관악구 보라매로2길 23,/ 23 (봉천동/당곡초등학교),19740910
서울당산초등학교,초등학교,영등포구,양평동,서울특별시 영등포구 선유로55길 32,/ 서울당산초등학교 (양평동4가),19450815
서울당서초등학교,초등학교,영등포구,당산동,서울특별시 영등포구 당산로 187,/ 서울당서초등학교 (당산동5가),19840730
서울당중초등학교,초등학교,영등포구,양평동,서울특별시 영등포구 선유로 131,/ 서울당중초등학교 (양평동3가),19491028
서울당현초등학교,초등학교,노원구,상계동,서울특별시 노원구 동일로213길 52,/ 서울당현초등학교 (상계동),19880209
서울대곡초등학교,초등학교,강남구,대치동,서울특별시 강남구 남부순환로 3022,/ 서울대곡초등학교 (대치동/대곡초등학교),19810909
서울대길초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 대방천로 206,/ 서울대길초등학교 (신길동),19830914
서울대도초등학교,초등학교,강남구,도곡동,서울특별시 강남구 선릉로 209,(도곡동/ 서울대도초등학교),19790327
서울대동초등학교,초등학교,영등포구,대림동,서울특별시 영등포구 대림로21길 6,/ 서울대동초등학교 (대림동),19801002
서울대림초등학교,초등학교,동작구,대방동,서울특별시 동작구 대방동1길 22,(대방동),19730801
서울대명초등학교,초등학교,강동구,명일동,서울특별시 강동구 상암로 271,(명일동/서울대명초등학교),19860301
서울대모초등학교,초등학교,강남구,일원동,서울특별시 강남구 광평로20길 27,/ 대모초등학교 (일원동/대모초등학교),19940805
서울대방초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 여의대방로35길 14,(신길동),19550427
서울대신초등학교,초등학교,서대문구,대현동,서울특별시 서대문구 이화여대2길 27,(대현동/ 서울대신초등학교),19650310
서울대영초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 신길로23길 43,(신길동/대영초등학교),19871221
서울대왕초등학교,초등학교,강남구,세곡동,서울특별시 강남구 헌릉로618길 8,(세곡동/대왕초등학교),19321125
서울대은초등학교,초등학교,은평구,대조동,서울특별시 은평구 통일로69길 12-15,/ 서울대은초등학교 (대조동),19821008
서울대조초등학교,초등학교,은평구,대조동,서울특별시 은평구 연서로18길 17,(대조동),19670915
서울대진초등학교,초등학교,강남구,개포동,서울특별시 강남구 개포로109길 74,/ 서울대진초등학교 (개포동),19920715
서울대청초등학교,초등학교,강남구,일원동,서울특별시 강남구 양재대로55길 28,/ 서울대청초등학교 (일원동),19930227
서울대치초등학교,초등학교,강남구,대치동,서울특별시 강남구 양재천로 363,(대치동/ 대치초등학교),19840509
서울대학교사범대학부설고등학교,고등학교,성북구,종암동,서울특별시 성북구 월곡로 6,(종암동),19460901
서울대학교사범대학부설여자중학교,중학교,종로구,이화동,서울특별시 종로구 대학로 64,/ 서울대학교사범대학부설여자중학교 (이화동),19690303
서울대학교사범대학부설중학교,중학교,성북구,종암동,서울특별시 성북구 월곡로 36,(종암동),19460901
서울대학교사범대학부설초등학교,초등학교,종로구,동숭동,서울특별시 종로구 대학로 64,(동숭동/서울사대부설초등학교),18950416
서울대현초등학교,초등학교,강남구,대치동,서울특별시 강남구 역삼로98길 16,(대치동/대현초등학교),19841205
서울덕수초등학교,초등학교,중구,정동,서울특별시 중구 덕수궁길 140,/ 서울덕수초등학교 (정동),19120401
서울덕암초등학교,초등학교,노원구,상계동,서울특별시 노원구 덕릉로112길 68,/ 서울덕암초등학교 (상계동),20030106
서울덕의초등학교,초등학교,구로구,고척동,서울특별시 구로구 고척로 213,(고척동/덕의초등학교),19831201
서울도곡초등학교,초등학교,강남구,대치동,서울특별시 강남구 선릉로64길 33,(대치동/ 도곡초등학교),19740901
서울도림초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 가마산로65길 22,/ 서울도림초등학교 (신길동),19560324
서울도봉초등학교,초등학교,도봉구,도봉동,서울특별시 도봉구 도봉로173길 96,(도봉동),19660628
서울도성초등학교,초등학교,강남구,역삼동,서울특별시 강남구 역삼로 313,(역삼동/도성초등학교),19810613
서울도솔학교,특수학교,도봉구,도봉동,서울특별시 도봉구 평화로15번길 9-26,(도봉동/ 서울도솔학교),20190901
서울도시과학기술고등학교,고등학교,성북구,하월곡동,서울특별시 성북구 종암로 196,(하월곡동/서울도시과학기술고등학교),19640108
서울도신초등학교,초등학교,영등포구,대림동,서울특별시 영등포구 도림로53길 32-9,/ 서울도신초등학교 (대림동),19731213
서울독립문초등학교,초등학교,종로구,무악동,서울특별시 종로구 통일로12길 23,(무악동),19570928
서울독산초등학교,초등학교,금천구,독산동,서울특별시 금천구 시흥대로104길 31,(독산동/독산초등학교),19770901
서울독일학교,외국인학교,용산구,한남동,서울특별시 용산구 독서당로 123-6,(한남동),19760801
서울돈암초등학교,초등학교,성북구,동소문동,서울특별시 성북구 동소문로13길 38,(동소문동6가/서울돈암초등학교),19440930
서울동교초등학교,초등학교,마포구,망원동,서울특별시 마포구 월드컵로25길 86,/ 동교초등학교 (망원동),19740901
서울동구고등학교,고등학교,성북구,성북동,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동),19420617
서울동구로초등학교,초등학교,구로구,구로동,서울특별시 구로구 구로중앙로14길 43,/ 서울동구로초등학교 (구로동),19710901
서울동답초등학교,초등학교,동대문구,답십리동,서울특별시 동대문구 답십리로60길 12,(답십리동/서울동답초등학교),19831203
서울동명초등학교,초등학교,성동구,마장동,서울특별시 성동구 마장로29길 29,/ 서울동명초등학교 (마장동),19441010
서울동산고등학교,고등학교,노원구,공릉동,서울특별시 노원구 공릉로 257,(공릉동),19680302
서울동신초등학교,초등학교,성북구,보문동,서울특별시 성북구 보문사길 50,(보문동3가/서울동신초등학교),19481101
서울동원초등학교,초등학교,중랑구,망우동,서울특별시 중랑구 송림길 114,/ 서울동원초등학교 (망우동),19910121
서울동의초등학교,초등학교,광진구,구의동,서울특별시 광진구 영화사로 111,(구의동/서울동의초등학교),19870709
서울동일초등학교,초등학교,노원구,상계동,서울특별시 노원구 한글비석로 566,/ 동일초등학교 (상계동),19880928
서울동자초등학교,초등학교,광진구,자양동,서울특별시 광진구 뚝섬로 561,(자양동),19841205
서울동작초등학교,초등학교,동작구,사당동,서울특별시 동작구 동작대로29길 214,/ 서울동작초등학교 (사당동),19820707
서울동천학교,특수학교,노원구,하계동,서울특별시 노원구 노원로18길 41,/ 서울동천학교 (하계동),19791212
서울동호초등학교,초등학교,성동구,옥수동,서울특별시 성동구 매봉길 49-35,(옥수동/ 동호초등학교),20100301
서울두산초등학교,초등학교,금천구,독산동,서울특별시 금천구 범안로11길 3,/ 서울두산초등학교 (독산동),19850701
서울둔촌초등학교,초등학교,강동구,둔촌동,서울특별시 강동구 양재대로88길 27,", 서울둔촌초등학교 (둔촌동)",19791220
서울드와이트외국인학교,외국인학교,마포구,상암동,서울특별시 마포구 월드컵북로62길 21,(상암동),20120820
서울등마초등학교,초등학교,강서구,등촌동,서울특별시 강서구 등촌로35길 12,(등촌동/서울등마초등학교),20061228
서울등명초등학교,초등학교,강서구,등촌동,서울특별시 강서구 강서로56나길 34,(등촌동/등명초등학교),19950901
서울등서초등학교,초등학교,강서구,화곡동,서울특별시 강서구 화곡로58길 86,(화곡동/등서초등학교),19841102
서울등양초등학교,초등학교,강서구,등촌동,서울특별시 강서구 강서로56나길 140,/ 등양초등학교 (등촌동/등양초등학교),19941130
서울등원초등학교,초등학교,강서구,등촌동,서울특별시 강서구 화곡로65길 90,/ 서울등원초등학교 (등촌동),19941101
서울등촌초등학교,초등학교,강서구,등촌동,서울특별시 강서구 등촌로39길 71,(등촌동/등촌초등학교),19820707
서울등현초등학교,초등학교,강서구,등촌동,서울특별시 강서구 화곡로65길 124,(등촌동/등현초등학교),19950110
서울디자인고등학교,고등학교,마포구,염리동,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),19550112
서울디지털콘텐츠고등학교,고등학교,강서구,방화동,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)",19940105
서울디지텍고등학교,고등학교,용산구,이태원동,서울특별시 용산구 회나무로12길 27,(이태원동),19751004
서울로봇고등학교,고등학교,강남구,일원동,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),19940104
서울마장초등학교,초등학교,성동구,마장동,서울특별시 성동구 마장로35나길 31,/ 서울마장초등학교 (마장동),20050301
서울마천초등학교,초등학교,송파구,마천동,서울특별시 송파구 마천로61다길 24,/ 서울마천초등학교 (마천동),19780201
서울마포초등학교,초등학교,마포구,도화동,서울특별시 마포구 도화2길 64,/ 서울 마포초등학교 (도화동),19100624
서울망우초등학교,초등학교,중랑구,망우동,서울특별시 중랑구 망우로72길 49,/ 서울망우초등학교 (망우동),19760820
서울망원초등학교,초등학교,마포구,망원동,서울특별시 마포구 방울내로5길 28,(망원동/ 망원초등학교),19831231
서울매그넷고등학교,고등학교,금천구,시흥동,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교),19870112
서울매동초등학교,초등학교,종로구,필운동,서울특별시 종로구 사직로9길 19,/ 서울매동초등학교 (필운동),18951115
서울매봉초등학교,초등학교,구로구,개봉동,서울특별시 구로구 고척로21길 55,/ 서울매봉초등학교 (개봉동),19850701
서울매헌초등학교,초등학교,서초구,양재동,서울특별시 서초구 언남길 8,(양재동/매헌초등학교),20080301
서울맹학교,특수학교,종로구,신교동,서울특별시 종로구 필운대로 97,(신교동),19130401
서울면남초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 면목로30나길 38,(면목동/면남초등학교),19820701
서울면동초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 면목로57길 32,(면목동/ 면동초등학교),19780901
서울면목초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 면목로 434,(면목동),19300401
서울면북초등학교,초등학교,중랑구,망우동,서울특별시 중랑구 용마공원로5길 32,/ 서울면북초등학교 (망우동),19830701
서울면일초등학교,초등학교,중랑구,망우동,서울특별시 중랑구 용마산로100길 13,/ 면일초등학교 (망우동),19830421
서울면중초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 용마산로70길 43,", 서울면중초등학교 (면목동)",19760605
서울명덕초등학교,초등학교,강동구,고덕동,서울특별시 강동구 양재대로156길 11,/ 서울명덕초등학교 (고덕동),19841205
서울명신초등학교,초등학교,종로구,창신동,서울특별시 종로구 낙산길 250,(창신동),19711006
서울명원초등학교,초등학교,강동구,명일동,서울특별시 강동구 명일로 364,/ 서울명원초등학교 (명일동),19861217
서울명일초등학교,초등학교,강동구,암사동,서울특별시 강동구 고덕로38길 8,(암사동/ 서울명일초등학교),19800510
서울목동초등학교,초등학교,양천구,신정동,서울특별시 양천구 목동동로12길 12,(신정동/서울목동초등학교),19731211
서울목운초등학교,초등학교,양천구,목동,서울특별시 양천구 목동동로 235,/ 서울목운초등학교 (목동),20090301
서울목원초등학교,초등학교,양천구,목동,서울특별시 양천구 목동중앙로 204,(목동/목원초등학교),19950605
서울묘곡초등학교,초등학교,강동구,고덕동,서울특별시 강동구 동남로79길 46,(고덕동),19850710
서울무학초등학교,초등학교,성동구,하왕십리동,서울특별시 성동구 무학봉15길 21,/ 서울무학초등학교 (하왕십리동),19150901
서울묵동초등학교,초등학교,중랑구,중화동,서울특별시 중랑구 동일로138길 27,/ 서울묵동초등학교 (중화동),19721025
서울묵현초등학교,초등학교,중랑구,,서울특별시 중랑구 동일로157길 75,/ 묵현초등학교 ,20040901
서울문교초등학교,초등학교,금천구,독산동,서울특별시 금천구 독산로54길 102,/ 문교초등학교 (독산동),19930227
서울문덕초등학교,초등학교,송파구,문정동,서울특별시 송파구 송이로34길 60,(문정동),19930720
서울문래초등학교,초등학교,영등포구,문래동,서울특별시 영등포구 문래로 104,(문래동3가/ 문래초등학교),19850710
서울문백초등학교,초등학교,금천구,시흥동,서울특별시 금천구 시흥대로47길 43-1,(시흥동/ 문백초등학교),19810713
서울문성초등학교,초등학교,금천구,독산동,서울특별시 금천구 시흥대로 460,/ 서울문성초등학교  (독산동),19551207
서울문영여자고등학교,고등학교,관악구,봉천동,서울특별시 관악구 관악로 85,/ 서울문영여자고등학교 (봉천동),19911107
서울문영여자중학교,중학교,관악구,봉천동,서울특별시 관악구 관악로 85,(봉천동),19260401
서울문정초등학교,초등학교,송파구,문정동,서울특별시 송파구 문정로5길 20,/ 문정초등학교 (문정동),19841205
서울문창초등학교,초등학교,동작구,신대방동,서울특별시 동작구 신대방2길 14,(신대방동/서울문창초등학교),19460406
서울문현초등학교,초등학교,송파구,장지동,서울특별시 송파구 충민로 137,/ (서울문현초등학교) (장지동),20070901
서울문화고등학교,고등학교,도봉구,방학동,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동),19831226
서울미동초등학교,초등학교,서대문구,미근동,서울특별시 서대문구 충정로 52,(미근동/ 서울미동초등학교),18960501
서울미래초등학교,초등학교,구로구,구로동,서울특별시 구로구 새말로 73,/ 서울미래초등학교 (구로동),20020301
서울미성초등학교,초등학교,관악구,신림동,서울특별시 관악구 문성로 79,/ 서울미성초등학교 (신림동),19800417
서울미술고등학교,고등학교,관악구,봉천동,서울특별시 관악구 남부순환로247길 26,(봉천동/서울미술고등학교),19710926
서울미아초등학교,초등학교,성북구,길음동,서울특별시 성북구 삼양로 77,(길음동/ 서울미아초등학교),19620328
서울미양초등학교,초등학교,강북구,미아동,서울특별시 강북구 솔샘로 195,(미아동/미양초등학교),19710105
서울반도체고등학교,고등학교,동대문구,휘경동,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)",19971220
서울반원초등학교,초등학교,서초구,잠원동,서울특별시 서초구 잠원로3길 28,(잠원동/반원초등학교),19810805
서울반포초등학교,초등학교,서초구,반포동,서울특별시 서초구 신반포로 55-4,/ 서울반포초등학교 (반포동/반포초등학교),19740320
서울발산초등학교,초등학교,강서구,내발산동,서울특별시 강서구 강서로45길 113,(내발산동/발산초등학교),19791018
서울방배초등학교,초등학교,서초구,방배동,서울특별시 서초구 방배중앙로13길 26,(방배동/방배초등학교),19750912
서울방산초등학교,초등학교,송파구,방이동,서울특별시 송파구 오금로27길 42,(방이동),19911030
서울방송고등학교,고등학교,성동구,옥수동,서울특별시 성동구 동호로5길 131,(옥수동),19911030
서울방이초등학교,초등학교,송파구,방이동,서울특별시 송파구 위례성대로10길 4,/ 서울방이초등학교 (방이동),19810909
서울방일초등학교,초등학교,서초구,방배동,서울특별시 서초구 방배로18길 52,(방배동),19840730
서울방학초등학교,초등학교,도봉구,방학동,서울특별시 도봉구 도당로9길 34,/ 방학초등학교 (방학동),19820707
서울방현초등학교,초등학교,서초구,방배동,서울특별시 서초구 효령로4길 58,(방배동/방현초등학교),19900406
서울방화초등학교,초등학교,강서구,방화동,서울특별시 강서구 양천로6길 92,(방화동),19860129
서울배봉초등학교,초등학교,동대문구,전농동,서울특별시 동대문구 사가정로 193,/ 배봉초등학교 (전농동),19710105
서울백산초등학교,초등학교,금천구,시흥동,서울특별시 금천구 시흥대로38길 78,(시흥동/ 백산초등학교),19730810
서울백석초등학교,초등학교,강서구,등촌동,서울특별시 강서구 공항대로 491,(등촌동/백석초등학교),19840522
서울백영고등학교,고등학교,강서구,방화동,서울특별시 강서구 방화대로34길 13,(방화동),19870109
서울백운초등학교,초등학교,도봉구,쌍문동,서울특별시 도봉구 삼양로146길 17,(쌍문동),19800520
서울버들초등학교,초등학교,송파구,잠실동,서울특별시 송파구 석촌호수로 81,/ 서울버들초등학교 (잠실동),20070901
서울번동초등학교,초등학교,강북구,번동,서울특별시 강북구 오현로 204,(번동/번동초등학교),19910325
서울보광초등학교,초등학교,용산구,이태원동,서울특별시 용산구 우사단로 20,"(이태원동,보광초등학교)",19620622
서울보라매초등학교,초등학교,동작구,신대방동,서울특별시 동작구 여의대방로16길 30,/ 서울보라매초등학교 (신대방동),20050301
서울본동초등학교,초등학교,동작구,본동,서울특별시 동작구 노량진로26길 16-40,/ 서울본동초등학교 (본동),19480825
서울봉래초등학교,초등학교,중구,만리동,서울특별시 중구 손기정로 73,(만리동2가),18950918
서울봉은초등학교,초등학교,강남구,삼성동,서울특별시 강남구 학동로 610,(삼성동/봉은초등학교),19820407
서울봉천초등학교,초등학교,관악구,봉천동,서울특별시 관악구 행운1라길 17,/ 서울봉천초등학교 (봉천동/봉천초등학교),19670915
서울봉현초등학교,초등학교,관악구,봉천동,서울특별시 관악구 성현로 117,(봉천동/서울봉현초등학교),20030106
서울봉화초등학교,초등학교,중랑구,신내동,서울특별시 중랑구 신내로15길 110,(신내동/봉화초등학교),19951115
서울북가좌초등학교,초등학교,서대문구,북가좌동,서울특별시 서대문구 거북골로19길 20,(북가좌동/ 서울북가좌초등학교),19681223
서울북성초등학교,초등학교,서대문구,북아현동,서울특별시 서대문구 북아현로1나길 22,(북아현동/ 북성초등학교),19411101
서울북한산초등학교,초등학교,은평구,진관동,서울특별시 은평구 대서문길 42-3,/ 서울북한산초등학교 (진관동),19661206
서울불광초등학교,초등학교,은평구,불광동,서울특별시 은평구 불광로 51,/ 서울불광초등학교 (불광동),19620418
서울불암초등학교,초등학교,노원구,중계동,서울특별시 노원구 중계로 178,/ 서울불암초등학교 (중계동),19930901
