ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM,lat,lng,geocode_source
B10,서울특별시교육청,강동구,교습소,20762,정다운수학교습소,20080520,20080520,개원,        ,99991231,12,7,입시.검정 및 보습,보통교과,중등수학(주4회100분),보습, ,N,N,서울특별시 강동구 명일로 176,", 상가동 305호 (둔촌동)",5360,02-474-0592,20231018,37.5344998328347,127.145302522709,rdnma
B10,서울특별시교육청,강동구,교습소,3000037563,정승희국어논술교습소,20200921,20200921,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,"초등논술(주2회, 회90분)",보습,"초등논술(주2회, 회90분):120000, 중1,2논술(주1회, 회180분):134000, 중3논술(주2회, 회90분):180000, 고등논술(주2회, 회90분):250000",Y,N,서울특별시 강동구 양재대로134길 43,", 201호 일부 (명일동, 염광빌딩)",5294,02-0000-0000,20231018,37.5478239708209,127.14604628022,rdnma
B10,서울특별시교육청,강동구,교습소,3000050154,정쌤과학교습소,20240401,20240401,개원,        ,        ,0,3,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 동남로79길 26,"310호 일부(고덕동,고덕아이파크)",5232,010-7322-3766,20250727,37.5591838811941,127.153744243632,rdnma
B10,서울특별시교육청,강동구,교습소,3000046379,정쌤수학교습소,20230921,20230921,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,"수학 초등1,2(4.2주)(주3회, 회80분)",보습,"수학 초등1,2(4.2주)(주3회, 회80분):190000, 수학 초등3,4(4.2주)(주3회, 회95분):220000, 수학 초등5,6(4.2주)(주3회, 회105분):250000, 수학 중학1(4.2주)(주3회, 회120분):300000, 수학 중학2,3(4.2주)(주3회, 회140분):350000",Y, ,서울특별시 강동구 올림픽로91길 30,"211호 (암사동,힐스테이트 강동 리버뷰)",5242,010-7118-2911,20250727,37.5489339540171,127.125136976054,rdnma
B10,서울특별시교육청,강동구,교습소,2000005996,정음,19871015,19871015,개원,        ,99991231,6,6,예능(대),예능(중),피아노,음악, ,N,N,서울 강동구 양재대로97길 33,00빌딩 2층 (성내동),134844,02-000-0000,20231018,37.5313611418349,127.135340276213,rdnma
B10,서울특별시교육청,강동구,교습소,3000046607,제니퍼영어교습소,20231030,20231030,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 아리수로50길 50,"204호 (고덕동,래미안힐스테이트고덕 상가동)",5229,02-0000-0000,20250209,37.5576864625383,127.148577708994,rdnma
B10,서울특별시교육청,강동구,교습소,3000032436,제이디씨(JDC)수학교습소,20180820,20180820,개원,        ,99991231,4,1,입시.검정 및 보습,보통교과,"초등수학A(주2회,회115분)",보습,"초등수학A(주2회,회115분):170000, 초등수학B(주3회,회95분):210000, 초등수학C(주4회,회90분):270000, 중등수학A(주3회,회110분):260000, 중등수학B(주3회,회120분):290000, 중등수학C(주3회,회135분):330000",Y,N,서울특별시 강동구 동남로49길 67-18,", 1층 일부 (둔촌동)",5366,02-487-8442,20250727,37.5320741927914,127.145641529926,rdnma
B10,서울특별시교육청,강동구,교습소,3000051789,제이바이올린교습소,20250107,20250107,개원,        ,        ,0,5,예능(대),예능(중),"바이올린 초급(4.2주)(주3회, 회당75분)",예능(중),"바이올린 초급(4.2주)(주3회, 회당75분):140000, 바이올린 중급(4.2주)(주3회, 회당105분):200000, 바이올린 고급(4.2주)(주3회, 회당125분):240000, 바이올린 입시(4.2주)(주4회, 회당80분):360000",Y, ,서울특별시 강동구 고덕로 133,", 228호 (암사동, 강동 롯데캐슬퍼스트아파트 상가동)",5236,02-0000-0000,20250824,37.5552528493133,127.140347239304,rdnma
B10,서울특별시교육청,강동구,교습소,3000052904,제이스터디(J.study)국어교습소,20250717,20250717,개원,        ,        ,0,4,입시.검정 및 보습,보통교과,"초등국어(4주)(주3회,회90분)",보습,"초등국어(4주)(주3회,회90분):180000",Y, ,서울특별시 강동구 양재대로 1300,", 209호 우측 일부 (둔촌동, 올림픽파크포레온 스테이션9)",5410,010-8945-3445,20251019,37.5249677176279,127.140290598327,rdnma
B10,서울특별시교육청,강동구,교습소,3000052903,제이아트(J.art)미술교습소,20250718,20250718,개원,        ,        ,0,9,예능(대),예능(중),"미술(4주)(주2회,회130분)",미술,"미술(4주)(주2회,회130분):160000",Y, ,서울특별시 강동구 양재대로 1300,", 209호 좌측 일부 (둔촌동, 올림픽파크포레온 스테이션9)",5410,02-4773-3446,20251019,37.5249677176279,127.140290598327,rdnma
B10,서울특별시교육청,강동구,교습소,3000010403,제이앤케이영어교습소,20110318,20110318,개원,        ,99991231,9,3,입시.검정 및 보습,보통교과,고등영어1(주3회120분),보습, ,Y,N,서울특별시 강동구 명일로 197,", 2층 (길동)",134815,02-470-4711,20231018,37.5364519717556,127.145495714325,rdnma
B10,서울특별시교육청,강동구,교습소,3000034479,제이앤피실용음악교습소,20190523,20190522,개원,        ,99991231,18,9,예능(대),예능(중),"실용음악(주2회,75분)",음악,"실용음악(주2회,75분):150000, 실용음악입시(4주)(주4회,회60분):250000",Y,N,서울특별시 강동구 명일로 248,", 3층 일부 (길동)",5300,010-5621-1713,20250727,37.5408000456068,127.147287990397,rdnma
B10,서울특별시교육청,강동구,교습소,3000051497,제이엠(JM)수학교습소,20241128,20241128,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 명일로10길 25,", 1층 일부(104호)(둔촌동)",5366,010-8714-5376,20241215,37.5317131158377,127.145459581712,rdnma
B10,서울특별시교육청,강동구,교습소,3000011272,제이제이기타교습소,20110616,20110616,개원,        ,99991231,1,9,예능(대),예능(중),기타(주6회60분),음악, ,Y,N,서울특별시 강동구 상암로5길 24,", 2층 (암사동)",134877,02-428-4155,20231018,37.5513869522239,127.127466096196,rdnma
B10,서울특별시교육청,강동구,교습소,3000052273,제이제이영어교습소,20250324,20250324,개원,        ,        ,0,0,국제화,,,, ,Y, ,서울특별시 강동구 풍성로42길 22,", 2층 일부(202호) (성내동)",5394,02-485-2008,20250608,37.5304499987742,127.126864101979,rdnma
B10,서울특별시교육청,강동구,교습소,3000053891,제일영어교습소,20260102,20260102,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 양재대로 1626,", 503호 일부 (명일동)",5292,02-426-5656,20260201,37.5506474264789,127.144288436536,rdnma
B10,서울특별시교육청,강동구,교습소,2000007408,제일피아노교습소,19870423,19870423,개원,        ,99991231,4,4,예능(대),예능(중),,음악, ,Y,N,서울특별시 강동구 고덕로62길 48,", 202 (명일동,신동아상가)",134786,02-428-8560,20231018,37.5528021352243,127.152622413878,rdnma
B10,서울특별시교육청,강동구,교습소,3000052924,조이매스고덕점수학교습소,20250722,20250722,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 고덕로79길 29,", 2층 제2상가-204호 (고덕동)",5224,010-4111-9872,20250727,37.5580697745547,127.164719125459,rdnma
B10,서울특별시교육청,강동구,교습소,30957,조이매스수학교습소,20101213,20101213,개원,        ,99991231,5,2,입시.검정 및 보습,보통교과,초등수학(4주)(주2회90분),보습,초등수학(4주)(주2회90분):120000,Y,N,서울특별시 강동구 양재대로96길 79,", 상가 2층 203호 중 일부 (둔촌동, 둔촌 신동아아파트)",5371,02-475-1080,20231018,37.5290428670219,127.141490090166,rdnma
B10,서울특별시교육청,강동구,교습소,28172,조이음악교습소,20100402,20100402,개원,        ,99991231,36,4,예능(대),예능(중),피아노기초반(주5회 60분),음악,"피아노기초반(주5회 60분):100000, 피아노초급(주3회 100분):110000, 피아노중급(주5회 60분):120000, 피아노고급(주3회 100분):130000",Y,N,서울특별시 강동구 상암로 11,",  101동 210호일부 (암사동,선사현대아파트)",134703,02-429-2557,20231018,37.5534474873056,127.125660013035,rdnma
B10,서울특별시교육청,강동구,교습소,3000053626,존앨런잉글리쉬영어교습소,20251128,20251128,개원,        ,        ,0,9,국제화,,,, ,Y, ,서울특별시 강동구 아리수로93다길 80,", 근린생활시설동(502동1.2) 1층 2-105호 (강일동,힐스테이트 리슈빌 강일)",5414,010-2673-2934,20251214,37.572875145782,127.174231855184,rdnma
B10,서울특별시교육청,강동구,교습소,14774,좋은수학교습소,20060918,20060918,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,"초등수학(주1회,회60분)",보습, ,Y,N,서울특별시 강동구 상암로63길 30,",  1층일부 (명일동)",134826,02-427-2769,20231018,,,fail
B10,서울특별시교육청,강동구,교습소,6665,주산교습소(박갑출),19820625,19820625,개원,        ,99991231,6,6,기타(대),기타(중),주산,주산,주산:10000,N,N,서울특별시 강동구 올림픽로 552,(성내동),134851,02-476-4466,20250914,37.5308341998326,127.12101233589,rdnma
B10,서울특별시교육청,강동구,교습소,3000016647,주안음악교습소,20130312,20130312,개원,        ,99991231,70,7,예능(대),예능(중),"피아노(4.2주)(주3회,회40분)",음악, ,Y,N,서울특별시 강동구 상암로3길 18,", 2층일부(201호) (암사동)",134877,02-428-2521,20231018,37.5512914773663,127.127019376609,rdnma
B10,서울특별시교육청,강동구,교습소,3000017560,주연음악교습소,20130627,20130627,개원,        ,99991231,36,6,예능(대),예능(중),"피아노(초급)(4주)(주5회, 회60분)",음악, ,Y,N,서울특별시 강동구 양재대로121길 32,", 1층 일부 (천호동)",5315,02-470-0943,20250727,37.5428096958971,127.139901506115,rdnma
B10,서울특별시교육청,강동구,교습소,3000026409,주향한젭스영어교습소,20160620,20160620,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,"초등영어(저)(주2회, 회70분)",보습, ,Y,N,서울특별시 강동구 풍성로 195,", 2층 (성내동)",5377,02-6015-2455,20231018,37.5297881216891,127.133566539689,rdnma
B10,서울특별시교육청,강동구,교습소,3000019717,줄리스피아노음악교습소,20140401,20140401,개원,        ,99991231,25,5,예능(대),예능(중),"바이엘(4주)(주5회,회60분)",음악,"바이엘(4주)(주5회,회60분):140000, 체르니100번(4주)(주5회,회60분):150000, 체르니30번(4주)(주5회,회60분):160000, 체르니40번(4주)(주5회,회60분):170000, 체르니50번(4주)(주5회,회60분):180000, 입시(4주)(주3회,회60분):190000",Y,N,서울특별시 강동구 성안로9길 60,", 1층일부 (성내동)",134850,02-471-4764,20251012,37.5299556495719,127.128171441929,rdnma
B10,서울특별시교육청,강동구,교습소,1047,줄리어드음악교습소,20021024,20021024,개원,        ,99991231,8,4,예능(대),예능(중),"실용음악A(주2회,회60분)",음악,"실용음악A(주2회,회60분):135000, 실용음악B(주3회,회45분):150000, 실용음악C(주3회,회50분):170000",Y,N,서울특별시 강동구 동남로49길 63,", 상가 2층 2호 (둔촌동,현대아파트)",134777,02-482-3262,20251214,37.5326249085305,127.146277988138,rdnma
B10,서울특별시교육청,강동구,교습소,14040,중경한자교습소,20060627,20060627,개원,        ,99991231,10,5,입시.검정 및 보습,보통교과,"초등한자(4주)(주2회,회60분)",보습,"초등한자(4주)(주2회,회60분):90000, 중등한자(4주)(주2회,회60분):90000",Y,N,서울특별시 강동구 명일로 375,", 3층 37호 (명일동, 삼익그린맨션)",5267,02-472-6826,20250330,37.5520142970108,127.149457646714,rdnma
B10,서울특별시교육청,강동구,교습소,3000051194,지나영어교습소,20241002,20241002,개원,        ,        ,0,7,입시.검정 및 보습,보통교과,"초등영어(4주)(주3회, 회90분)",보습,"초등영어(4주)(주3회, 회90분):207000, 초등영어(4주)(주4회, 회90분):276000, 초등영어(4주)(주5회, 회90분):345000, 초등영어(4주)(주4회, 회60분):184000, 초등영어(4주)(주5회, 회60분):230000, 중등영어(4주)(주2회, 회90분):146000, 중등영어(4주)(주2회, 회120분):195000, 중등영어(4주)(주3회, 회90분):220000, 중등영어(4주)(주3회, 회120분):293000, 초등영어(4주)(주2회,회당60분):92000, 초등영어(4주)(주3회,회당60분):138000, 초등영어(4주)(주3회,회당120분):276000",Y, ,서울특별시 강동구 구천면로46길 14,", 2층 일부(천호동, 아트하우스)",5309,010-5730-5097,20250608,37.5476464602801,127.135554959856,rdnma
B10,서울특별시교육청,강동구,교습소,3000046611,지니실험과학교습소,20231030,20231030,개원,        ,        ,0,6,입시.검정 및 보습,보통교과,"초등과학(4주)(주2회, 회90분)",보습,"초등과학(4주)(주2회, 회90분):130000, 중등(주1회, 회200분):160000",Y, ,서울특별시 강동구 구천면로 640,", 상가A동 2층 A-206호 (상일동)",5281,010-9114-5891,20251214,37.5502858368826,127.169085796412,rdnma
B10,서울특별시교육청,강동구,교습소,3000051498,지니피아노음악교습소,20241128,20241128,개원,        ,        ,0,5,예능(대),,,, ,Y, ,서울특별시 강동구 고덕로79길 29,",제2상가-212호(고덕동, 고덕그라시움 제2상가)",5224,010-8571-9498,20241215,37.5580697745547,127.164719125459,rdnma
B10,서울특별시교육청,강동구,교습소,3000028229,지래프북클럽영어교습소,20170209,20170209,개원,        ,99991231,20,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 강동구 성내로9길 35,", 4층 (성내동)",5397,02-000-0000,20231018,37.5304828019329,127.125083969543,rdnma
B10,서울특별시교육청,강동구,교습소,3000044063,지샘수학교습소,20230613,20230613,개원,        ,99991231,20,5,입시.검정 및 보습,보통교과,"중등수학(주3회, 회140분)",보습,"중등수학(주3회, 회140분):330000, 고등수학A(주3회, 회140분):350000, 고등수학B(주2회, 회120분):200000",Y,N,서울특별시 강동구 양재대로138길 32,", 306호 일부 (명일동, 명일지에스아파트)",5292,010-4878-1358,20260201,37.5494280355765,127.145739905938,rdnma
B10,서울특별시교육청,강동구,교습소,3000053181,지혜로운수학교습소,20250904,20250904,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 상암로63길 12,", 1층 일부 (명일동)",5271,010-5936-0075,20250907,37.547054950686,127.15414130541,rdnma
B10,서울특별시교육청,강동구,교습소,3000018605,지혜샘영어교습소,20131115,20131115,개원,        ,99991231,24,4,입시.검정 및 보습,보통교과,"초등파닉스(4주)(주3회,회100분)",보습,"초등파닉스(4주)(주3회,회100분):230000, 초등영어1(4주)(주3회,회120분):270000, 초등영어2(4주)(주2회,회150분):230000, 중등영어1(4주)(주3회,회135분):330000, 중등영어2(4주)(주2회,회190분):310000, 고등영어(4주)(주2회,회210분):380000",Y,N,서울특별시 강동구 동남로81길 96,", 3층 (고덕동)",5227,02-426-8887,20231018,37.5589366382665,127.151871989064,rdnma
B10,서울특별시교육청,강동구,교습소,3000046450,지혜의숲독서토론논술교습소,20231011,20231011,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,"초등저학년논술(4주)(주1회,회210분)",보습·논술,"초등저학년논술(4주)(주1회,회210분):160000, 초등4학년논술(주1회,회220분):165000, 초등고학년논술(주1회,회230분):170000, 중등논술(주1회,회225분):180000",Y, ,서울특별시 강동구 상암로 11,"303호 (암사동,선사현대아파트상가 101동)",5240,02-428-5689,20250112,37.5534474873056,127.125660013035,rdnma
B10,서울특별시교육청,강동구,교습소,3000038927,짱쌤창의수학교습소,20210429,20210429,개원,        ,99991231,6,3,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 강동구 아리수로50길 50,", 202호 (고덕동, 래미안힐스테이트고덕)",5229,010-4295-5695,20250727,37.5576864625383,127.148577708994,rdnma
B10,서울특별시교육청,강동구,교습소,7124,참예지피아노교습소,20041204,20041204,개원,        ,99991231,20,4,예능(대),예능(중),"바이엘(주5회, 회당60분)",음악,"바이엘(주5회, 회당60분):150000, 체르니100(주5회, 회당60분):160000, 체르니30(주5회, 회당60분):170000, 체르니40(주5회, 회당60분):180000, 체르니50(주5회, 회당60분):170000",Y,N,서울특별시 강동구 고덕로83길 132,",  1층일부 (고덕동)",134800,02-426-6655,20240225,37.5613848620006,127.16756288307,rdnma
B10,서울특별시교육청,강동구,교습소,3000027943,창의소프트웨어코딩컴퓨터교습소,20161222,20161222,개원,        ,99991231,5,5,기타(대),기타(중),,컴퓨터(소), ,Y,N,서울특별시 강동구 동남로81길 20,", 4층 402호 (고덕동, 정광빌딩)",5226,02-428-0686,20231018,37.5605549560891,127.155579121369,rdnma
B10,서울특별시교육청,강동구,교습소,6438,창의와표현미술교습소,20040918,20040918,개원,        ,99991231,72,9,예능(대),예능(중),"미술1(주2회,회70분)",미술, ,Y,N,서울특별시 강동구 명일로 102,",  신성은하수A 3층 301호 (둔촌동)",134759,02-475-2725,20231018,37.5276463957348,127.142547152953,rdnma
B10,서울특별시교육청,강동구,교습소,3000040486,채쌤독서논술교습소,20211228,20211228,개원,        ,99991231,24,4,입시.검정 및 보습,보통교과,"초등논술1(4주)(주2회,회85분)",보습·논술, ,Y,N,서울특별시 강동구 양재대로 1666,", 2층 4호 (명일동, 삼익상가)",5266,010-5776-9650,20250727,37.5542411712959,127.144708327559,rdnma
B10,서울특별시교육청,강동구,교습소,3000022650,채움미술교습소,20150311,20150311,개원,        ,99991231,90,9,예능(대),예능(중),"초중등미술1반주1회(주1회,155분)",미술,"초중등미술1반주1회(주1회,155분):105000, 초중등미술1반주2회(주2회,110분):145000, 초중등미술1반주3회(주3회,100분):185000, 초중등미술1반주4회(주4회,100분):230000, 초중등미술1반주5회(주5회,100분):280000, 초중등미술2반주1회(주1회,140분):95000, 초중등미술2반주2회(주2회,95분):125000, 초중등미술2반주3회(주3회,70분):145000, 초중등미술2반주4회(주4회,80분):154000, 초중등미술2반주5회(주5회,80분):190000",Y,N,서울특별시 강동구 동남로79길 26,", 401호 (고덕동, 고덕 아이파크상가동)",134753,02-429-2836,20231018,37.5591838811941,127.153744243632,rdnma
B10,서울특별시교육청,강동구,교습소,3000046241,책과연필독서논술교습소,20230828,20230828,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,"초등논술(주2회,회90분)",보습·논술,"초등논술(주2회,회90분):140000, 초등논술(주1회,회125분):100000, 중등논술(주2회,회120분):200000, 초등논술(주1회,회100분):80000",Y, ,서울특별시 강동구 고덕로 133,"(암사동, 강동 롯데캐슬퍼스트아파트 상가동) 330호",5236,010-5075-1995,20250622,37.5552528493133,127.140347239304,rdnma
B10,서울특별시교육청,강동구,교습소,3000054125,책나무고덕명일독서논술교습소,20260205,20260205,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 동남로65길 56,", 1층 일부(102호) (명일동)",5271,010-5565-4364,20260208,37.5478747827317,127.152743861031,rdnma
B10,서울특별시교육청,강동구,교습소,3000052654,책나무독서논술교습소,20250604,20250604,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,"초등독서논술A(4.2주)(주5회,회90분)",보습·논술,"초등독서논술A(4.2주)(주5회,회90분):360000, 초등독서논술B(4.2주)(주4회,회95분):300000, 초등독서논술C(4.2주)(주3회,회100분):240000, 초등독서논술D(4.2주)(주2회,회115분):180000, 초등독서논술E(4.2주)(주5회,회110분):430000, 초등독서논술F(4.2주)(주4회,회110분):340000, 초등독서논술G(4.2주)(주3회,회115분):270000, 초등독서논술H(4.2주)(주2회,회140분):220000, 초등독서논술I(4.2주)(주1회,회200분):160000, 중등독서논술A(4.2주)(주1회,회215분):180000, 중등독서논술B(4.2주)(주2회,회145분):240000, 중등독서논술C(4.2주)(주3회,회115분):290000, 중등독서논술D(4.2주)(주3회,회135분):340000, 중등독서논술E(4.2주)(주2회,회165분):280000, 중등독서논술F(4.2주)(주1회,회235분):200000, 초등독서논술J(4.2주)(주1회, 회175분):140000, 중등독서논술G(4.2주)(주4회,회110분):360000, 중등독서논술H(4.2주)(주5회,회110분):450000, 중등독서논술I(4.2주)(주4회,회145분):480000, 중등독서논술J(4.2주)(주5회,회140분):590000",Y, ,서울특별시 강동구 양재대로 1360,", 3021호 (둔촌동, 올림픽파크포레온 스테이션5)",5409,010-8966-8733,20250810,37.5274758605763,127.137046059861,rdnma
B10,서울특별시교육청,강동구,교습소,3000053524,책벌레숲독서논술교습소,20251112,20251112,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 고덕로 353,", 1상가동 1층 1상가-에이-129호 (고덕동)",5224,010-9351-9252,20251116,37.557135101795,127.164510295845,rdnma
B10,서울특별시교육청,강동구,교습소,3000039606,책속에서길을묻다독서토론논술교습소,20210817,20210817,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,"중등논술 1~3(4주)(주2회, 회당95분)",보습·논술,"중등논술 1~3(4주)(주2회, 회당95분):155000, 초등논술 3~5(4주)(주2회, 회당90분):135000, 초등논술 6(4주)(주2회, 회당90분):135000",Y,N,서울특별시 강동구 아리수로50길 50,", 상가동 203호 (고덕동, 래미안힐스테이트고덕)",5229,010-6538-6546,20260201,37.5576864625383,127.148577708994,rdnma
B10,서울특별시교육청,강동구,교습소,3000039667,책을봄세상을봄논술교습소,20210826,20210826,개원,        ,99991231,8,4,입시.검정 및 보습,보통교과,"초등논술(주2회,회100분)",보습·논술,"초등논술(주2회,회100분):150000, 중등논술(주2회,회100분):170000, 중등논술(주2회,회110분):180000, 초등논술(주2회,회85분):130000, 초등논술(주2회,회90분):140000",Y,N,서울특별시 강동구 고덕로80길 123,", 118호 (상일동, 고덕센트럴 IPARK(A상가))",5276,010-4891-3063,20250727,37.5509309412134,127.165596070167,rdnma
B10,서울특별시교육청,강동구,교습소,3000011973,챔피언영어교습소,20110908,20110909,개원,        ,99991231,48,6,입시.검정 및 보습,보통교과,"초등주3(주3회,회90분)",보습, ,Y,N,서울특별시 강동구 풍성로 135,",  2층 201호 (성내동)",134842,010-6835-2702,20250727,37.5315617197689,127.127221348861,rdnma
B10,서울특별시교육청,강동구,교습소,3000029087,천호제이피아노교습소,20170525,20170525,개원,        ,99991231,20,4,예능(대),예능(중),,음악,"피아노(초급)(주3회, 회90분) :140000, 피아노(중급)(주3회, 회90분):160000, 피아노(주3회, 회100분):170000, 피아노(주3회, 회100분):180000, 입시피아노(주5회, 회70분):350000, 1:1",Y,N,서울특별시 강동구 천중로15가길 7,", 1층 일부 (천호동)",5322,070-8111-9023,20231018,37.5455852066262,127.128994944614,rdnma
B10,서울특별시교육청,강동구,교습소,3000030327,천호조이스감성미술교습소,20171116,20171116,개원,        ,99991231,40,8,예능(대),예능(중),"초등초급(4주)(주1회,회50분)",미술,"초등초급(4주)(주1회,회50분):33000, 초등초급2(4주)(주2회,회50분):66000, 초등초급3(4주)(주2회,회80분):52000, 초등중급1(4주)(주1회,회80분):105000, 초등중급2(4주)(주2회,회80분):105000",Y,N,서울특별시 강동구 천호대로 1077,", 상가동 103동 207호 (천호동, 래미안강동팰리스)",5340,02-6013-1236,20231018,37.5372566499573,127.131437557377,rdnma
B10,서울특별시교육청,강동구,교습소,3000013576,철선생포스영어교습소,20120305,20120305,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,"중등영어(주3회, 회120분)",보습,"중등영어(주3회, 회120분):280000, 고등영어(주2회, 회150분):280000, 고등영어(주3회, 회120분):330000",N,N,서울특별시 강동구 고덕로 140,", 205호 일부 (암사동)",134050,02-426-0695,20231018,37.5544585121936,127.140740945473,rdnma
B10,서울특별시교육청,강동구,교습소,2000005280,청아피아노,19890921,19890921,개원,        ,99991231,6,6,예능(대),예능(중),피아노,음악,피아노:30000,N,N,서울특별시 강동구 암사11길,", (2층) (암사동)",134858,02-483-6106,20231018,37.5528791976184,127.136014172025,rdnma
B10,서울특별시교육청,강동구,교습소,3000051508,최고다바둑교습소,20241129,20241129,개원,        ,        ,0,6,기타(대),,,, ,Y, ,서울특별시 강동구 상일로 55,", 지하1층 111호 일부(상일동,고덕자이)",5275,010-2894-7150,20241215,37.5533182082692,127.168788219773,rdnma
B10,서울특별시교육청,강동구,교습소,3000037585,최쌤만점수학교습소,20200923,20200923,개원,        ,99991231,80,8,입시.검정 및 보습,보통교과,"초등수학1(주4회, 60분)",보습,"초등수학1(주4회, 60분):190000, 초등수학2(주5회, 60분):220000, 중1(주3회, 회당120분):260000, 중2,3(주3회, 회당120분):270000",Y,N,서울특별시 강동구 아리수로93나길 26,", 506호 (강일동)",5201,02-0000-0000,20260201,37.5717706860351,127.173328226781,rdnma
B10,서울특별시교육청,강동구,교습소,3000052227,카니과학교습소,20250307,20250307,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 고덕로 133,", 2층 234호(암사동, 강동롯데캐슬퍼스트아파트 상가동)",5236,010-2480-9749,20250810,37.5552528493133,127.140347239304,rdnma
B10,서울특별시교육청,강동구,교습소,13885,캐피타운영어교습소,20060608,20060608,개원,        ,99991231,19,9,입시.검정 및 보습,보통교과,"중등영어1(총3회,회20분)",보습,"중등영어1(총3회,회20분):10000, 중등영어(주3회,180분):290000, 고등영어(주3회,180분):350000, 초등영어(주5회,회80분):240000",Y,N,서울특별시 강동구 동남로81길 76,", 2층 일부 (고덕동)",5227,02-429-1206,20250803,37.5591637891675,127.152772335351,rdnma
B10,서울특별시교육청,강동구,교습소,3000030549,케이(K)수학교습소,20171212,20171212,개원,        ,99991231,6,3,입시.검정 및 보습,보통교과,"중등수학(4주)(주3회,회120분)",보습,"중등수학(4주)(주3회,회120분):290000, 중등수학(4주)(주4회,회150분):300000, 중등수학(4주)(주4회,회120분):340000, 초등수학(4주)(주2회,회90분):120000, 초등수학(4주)(주2회,회150분):210000",Y,N,서울특별시 강동구 고덕로 133,", 237호 (암사동, 강동롯데캐슬퍼스트아파트)",5236,010-8909-5073,20250727,37.5552528493133,127.140347239304,rdnma
B10,서울특별시교육청,강동구,교습소,3000022017,케이엠씨(K·M·C)수학교습소,20141230,20141230,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,"초등(주3회,90분)",보습, ,N,N,서울특별시 강동구 성내로6가길 89,", 2층일부 (성내동)",134848,02-472-9398,20250727,37.5263383542994,127.126794691395,rdnma
B10,서울특별시교육청,강동구,교습소,3000052266,케이트잉글리시(KateEnglish)영어교습소,20250312,20250312,개원,        ,        ,0,0,국제화,외국어,"초등A(4.2주)(주4회,회60분)",실용외국어(유아/초·중·고),"초등A(4.2주)(주4회,회60분):247000, 초등B(4.2주)(주4회,회60분):247000, 초등C(4.2주)(주4회,회60분):247000, 초등외국어A(총5회, 회50분):61000, 초등외국어B(총5회, 회50분):61000, 초등6주과정특강A(주4회, 회당50분):295000, 초등6주과정특강B(주4회, 회당50분):295000",Y, ,서울특별시 강동구 명일로 375,", 4층 9호 (명일동, 삼익그린맨션 상가동)",5267,010-9469-1758,20260201,37.5520142970108,127.149457646714,rdnma
B10,서울특별시교육청,강동구,교습소,3000037311,켈리정영어교습소,20200807,20200807,개원,        ,99991231,30,5,국제화,외국어,"초등영어(원서)Bricks Reading(주2회, 회100분)",실용외국어(유아/초·중·고), ,Y,N,서울특별시 강동구 아리수로50길 50,", 3층 307호 (고덕동, 래미안힐스테이트고덕)",5229,010-8423-5962,20250727,37.5576864625383,127.148577708994,rdnma
B10,서울특별시교육청,강동구,교습소,3000053297,코알라영어교습소,20250929,20250929,개원,        ,        ,0,2,입시.검정 및 보습,,,, ,Y, ,서울특별시 강동구 천중로 264,",  상가동 108호 (길동, 강동 헤리티지 자이)",5346,010-9400-7964,20251005,37.5396196848963,127.149551483961,rdnma
