학교명,도로명주소,학교종류,전화번호,홈페이지,설립구분
미래산업과학고등학교,서울특별시 노원구 덕릉로82길 54,고등학교,02-933-7671,http://www.mist.hs.kr,사립
미림마이스터고등학교,서울특별시 관악구 호암로 546,고등학교,02-872-4071,http://www.e-mirim.hs.kr,사립
미림여자고등학교,서울특별시 관악구 호암로 546,고등학교,02-886-1811,http://www.mirim.hs.kr,사립
미성중학교,서울특별시 관악구 문성로16길 40,중학교,02-860-0900,http://www.misung.ms.kr,공립
밀알학교,서울특별시 강남구 일원로 90,특수학교,02-3412-1133,http://www.miral.sc.kr,사립
반포고등학교,서울특별시 서초구 고무래로 71,고등학교,02-2258-4300/4100,http://banpo.sen.hs.kr,공립
반포중학교,서울특별시 서초구 신반포로 67,중학교,02-599-2304,http://banpo.sen.ms.kr,공립
방배중학교,서울특별시 서초구 동광로 144,중학교,02-532-1342,http://www.bangbae.ms.kr,공립
방산고등학교,서울특별시 송파구 오금로27길 18,고등학교,02-418-2602,http://bangsan.sen.hs.kr,공립
방산중학교,서울특별시 송파구 오금로29길 31,중학교,02-2046-2600,www.bangsan.ms.kr,공립
방원중학교,서울특별시 강서구 금낭화로 268,중학교,02-2666-6014,http://bangwon.sen.ms.kr,공립
방이중학교,서울특별시 송파구 오금로11길 64,중학교,02-2152-7111,http://www.bangi.ms.kr,공립
방학중학교,서울특별시 도봉구 시루봉로 188,중학교,02-956-8343,http://www.banghak.ms.kr,공립
방화중학교,서울특별시 강서구 개화동로27길 9,중학교,02-2662-4452,http://banghwa.sen.ms.kr,공립
배명고등학교,서울특별시 송파구 삼학사로 11,고등학교,070-4014-2632,http://www.bm.hs.kr,사립
배명중학교,서울특별시 송파구 삼학사로 11,중학교,02-414-5474,http://bm.ms.kr/,사립
배문고등학교,서울특별시 용산구 효창원로 258,고등학교,02-3480-7100,http://www.baemoon.hs.kr,사립
배문중학교,서울특별시 용산구 효창원로 258,중학교,02-3480-7243,http://www.baemoon.ms.kr,사립
배재고등학교,서울특별시 강동구 고덕로 227,고등학교,02-428-1885,www.paichai.hs.kr,사립
배재중학교,서울특별시 강동구 고덕로 227,중학교,02-429-1885,http://paichai.sen.ms.kr,사립
배화여자고등학교,서울특별시 종로구 필운대로1길 34,고등학교,02-724-0300,http://paiwha.sen.hs.kr/,사립
배화여자중학교,서울특별시 종로구 필운대로1길 34,중학교,02-725-6451,http://www.paiwha.ms.kr,사립
백석중학교,서울특별시 강서구 등촌로51나길 35,중학교,02-2644-2886,baekseok.sen.ms.kr,공립
백암고등학교,서울특별시 양천구 신정로13길 16,고등학교,02-2696-0110,http://baegam.sen.hs.kr,사립
백운중학교,서울특별시 도봉구 도봉로129길 50,중학교,02-998-4035,http://www.baekwoon.ms.kr,공립
번동중학교,서울특별시 강북구 오현로35길 87,중학교,02-945-0168,http://www.beondong.ms.kr,공립
보성고등학교,서울특별시 송파구 양재대로 1278,고등학교,02-2152-2430,http://posung.sen.hs.kr,사립
보성여자고등학교,서울특별시 용산구 신흥로3가길 66,고등학교,07040003030,http://www.bosung.hs.kr,사립
보성여자중학교,서울특별시 용산구 신흥로3가길 66,중학교,070-4000-3130,www.bosung-g.ms.kr,사립
보성중학교,서울특별시 송파구 양재대로 1278,중학교,02-2152-2513,http://posung.sen.ms.kr/,사립
보인고등학교,서울특별시 송파구 오금로49길 18,고등학교,02-2043-6021,http://www.boin.hs.kr,사립
보인중학교,서울특별시 송파구 오금로49길 18,중학교,02-449-6017,http://www.boin.ms.kr,사립
봉림중학교,서울특별시 관악구 장군봉길 72,중학교,02-888-1281,http://www.bongrim.ms.kr,공립
봉영여자중학교,서울특별시 양천구 목동동로2길 68,중학교,02-2648-7123,bongyoung.sen.ms.kr,사립
봉원중학교,서울특별시 관악구 관악로24가길 15,중학교,02-879-1542,https://bongwon.sen.ms.kr,공립
봉은중학교,서울특별시 강남구 영동대로128길 59,중학교,02-547-5628,http://www.bongeun.ms.kr/,공립
봉화중학교,서울특별시 중랑구 망우로70길 89,중학교,02-433-3180,http://www.ibonghwa.ms.kr,공립
북서울중학교,서울특별시 도봉구 도봉로169가길 33,중학교,02-956-1004,https://bukseoul.sen.ms.kr,공립
북악중학교,서울특별시 성북구 정릉로12길 41,중학교,02-910-2311,http://www.bugak.ms.kr,공립
불광중학교,서울특별시 은평구 불광로 180,중학교,02-384-6591,http://bulgwang.ms.kr,공립
불암고등학교,서울특별시 노원구 중계로 155,고등학교,02-936-7500,http://www.buram.hs.kr,공립
불암중학교,서울특별시 노원구 한글비석로5길 45,중학교,02-975-4047,http://bulam.ms.kr,공립
사당중학교,서울특별시 동작구 사당로9가길 58,중학교,02-537-7157,http://sadang.sen.ms.kr,공립
삼각산고등학교,서울특별시 강북구 삼양로19길 40,고등학교,02-980-2290,http://samgaksan.hs.kr,공립
삼각산중학교,서울특별시 강북구 삼양로19길 141,중학교,02-944-4999,www.samgaksan.ms.kr,공립
삼선중학교,서울특별시 성북구 동소문로3길 69,중학교,02-742-1147,http://www.samseon.ms.kr,공립
삼성고등학교,서울특별시 관악구 신림로 41,고등학교,02-871-7583,http://www.samsung.hs.kr,공립
삼성중학교,서울특별시 관악구 신림로3가길 39-24,중학교,02-871-6242/6243,http://samsung.sen.ms.kr,공립
삼정중학교,서울특별시 강서구 금낭화로 210,중학교,02-2666-6033,http://samjeong.sen.ms.kr,공립
상경중학교,서울특별시 노원구 동일로227길 61,중학교,02-939-3951,https://sanggyung.sen.ms.kr/,공립
상계고등학교,서울특별시 노원구 노해로 432,고등학교,02-6477-0700,http://sanggye.sen.hs.kr,공립
상계제일중학교,서울특별시 노원구 덕릉로86길 29-15,중학교,02-930-3543,http://www.sanggyejeil.ms.kr,공립
상계중학교,서울특별시 노원구 노원로 398,중학교,02-936-6450,http://sanggye.sen.ms.kr,공립
상도중학교,서울특별시 동작구 사당로2가길 72,중학교,02-5808-900,http://seoulsangdo.sen.ms.kr,공립
상명고등학교,서울특별시 노원구 덕릉로 553,고등학교,02-971-6211,http://www.sangmyung.hs.kr,사립
상명대학교사범대학부속여자고등학교,서울특별시 종로구 홍지문2길 20,고등학교,02-396-6302,http://sangmyung-agh.sen.hs.kr,사립
상명대학교사범대학부속여자중학교,서울특별시 종로구 홍지문2길 20,중학교,02-394-8672,https://sangmyung-agm.sen.ms.kr,사립
상명대학교사범대학부속초등학교,서울특별시 종로구 홍지문2길 1,초등학교,02-379-8033,http://sangmyung-ae.sen.es.kr,사립
상명중학교,서울특별시 노원구 덕릉로 553,중학교,02-971-6213,http://sangmyung.sen.ms.kr,사립
상명초등학교,서울특별시 노원구 덕릉로 541,초등학교,02-3788-3300,http://www.smcho.es.kr,사립
상문고등학교,서울특별시 서초구 명달로 45,고등학교,02-586-3141,http://www.sangmoon.hs.kr,사립
상봉중학교,서울특별시 중랑구 상봉중앙로8나길 28,중학교,02-436-4316,https://sangbong.sen.ms.kr,공립
상신중학교,서울특별시 은평구 증산로15길 61,중학교,02-305-5139,http://sangsin.sen.ms.kr,공립
상암고등학교,서울특별시 마포구 월드컵북로 445,고등학교,02-373-0041,http://www.sangam.hs.kr,공립
상암중학교,서울특별시 마포구 상암산로1길 26,중학교,02-375-5300,http://sangam.sen.ms.kr,공립
상원중학교,서울특별시 노원구 수락산로 182,중학교,02-930-0761,http://sangwon.sen.ms.kr,공립
상일미디어고등학교,서울특별시 강동구 천호대로219길 61,고등학교,02-428-0733,http://www.sangilmedia.hs.kr,사립
상일여자고등학교,서울특별시 강동구 천호대로219길 61,고등학교,02-428-0435,http://sangil.hs.kr,사립
상일중학교,서울특별시 강동구 천호대로219길 61,중학교,02-428-0735,http://sangil.sen.ms.kr,사립
상현중학교,서울특별시 동작구 사당로2길 2-19,중학교,02-815-5375,http://www.sanghyun.ms.kr,공립
서라벌고등학교,서울특별시 노원구 한글비석로5길 18,고등학교,02-2092-2200,http://sorabol.sen.hs.kr,사립
서라벌중학교,서울특별시 강북구 삼양로155길 37-9,중학교,070-8280-4600,http://sorabol.sen.ms.kr,사립
서문여자고등학교,서울특별시 서초구 동광로12길 84,고등학교,02-599-6061,http://suhmoon.sen.hs.kr,사립
서문여자중학교,서울특별시 서초구 동광로12길 84,중학교,02-3015-3600,https://suhmoon.sen.ms.kr/,사립
서서울생활과학고등학교,서울특별시 구로구 오리로 1355-10,고등학교,02-2613-5272,http://ssls.sen.hs.kr,사립
서연중학교,서울특별시 서대문구 연희로11마길 9-6,중학교,02-332-7376,http://seoyun.sen.ms.kr,공립
서운중학교,서울특별시 서초구 서운로 115,중학교,02-3473-2701,http://www.seoun.ms.kr,공립
서울가곡초등학교,서울특별시 강서구 공항대로36길 74,초등학교,02-2661-5995,http://gagok.sen.es.kr,공립
서울가동초등학교,서울특별시 송파구 중대로20길 47,초등학교,02-448-5766,http://gadong.es.kr,공립
서울가락초등학교,서울특별시 송파구 송파대로37길 45,초등학교,02-3402-1161,https://garak.sen.es.kr/,공립
서울가산초등학교,서울특별시 금천구 남부순환로 1304-11,초등학교,02-864-3206,www.gasan.es.kr,공립
서울가양초등학교,서울 강서구 허준로 186,초등학교,02-2668-2101,http://www.kayang.es.kr,공립
서울가원초등학교,서울특별시 송파구 중대로4길 8,초등학교,02-405-4555,http://www.gawon.es.kr,공립
서울가인초등학교,서울특별시 도봉구 도봉로136다길 4,초등학교,02-997-5826,http://www.seoulgain.es.kr,공립
서울가재울초등학교,서울특별시 서대문구 모래내로15길 61,초등학교,02-300-8600,http://www.gajaeul.es.kr,공립
서울가주초등학교,서울특별시 송파구 오금로40길 37,초등학교,02-3401-0443,http://www.gaju.es.kr,공립
서울갈산초등학교,서울특별시 양천구 목동로 31,초등학교,02-2649-7232,http://www.galsan1.es.kr,공립
서울갈현초등학교,서울특별시 은평구 연서로29길 31,초등학교,02-355-0835,http://galhyun.sen.es.kr,공립
서울강남초등학교,서울특별시 동작구 강남초등길 15,초등학교,02-824-4471,http://gangnam.sen.es.kr,공립
서울강덕초등학교,서울특별시 강동구 동남로82길 94-54,초등학교,02-426-0871,http://gangdeok.sen.es.kr,공립
서울강동초등학교,서울특별시 강동구 상암로14길 77,초등학교,02-489-3215,http://www.gangdong.es.kr,공립
서울강명초등학교,서울특별시 강동구 상일로 74-1,초등학교,02-426-0678,http://gme.es.kr,공립
서울강빛초등학교,서울특별시 강동구 아리수로93다길 1,초등학교,02-6951-3963,http://gbe.sen.es.kr,공립
서울강서초등학교,서울특별시 양천구 오목로 31,초등학교,02-2091-6600,http://gangseo.sen.es.kr,공립
서울강솔초등학교,서울특별시 강동구 고덕로97길 80,초등학교,02-2147-5700,http://gangsol.sen.es.kr,공립
서울강신초등학교,서울특별시 양천구 월정로 280,초등학교,02-2697-3035,http://kangsin.sen.es.kr,공립
서울강월초등학교,서울특별시 양천구 신월로 97,초등학교,02-2605-0501,http://gangwol.sen.es.kr,공립
서울강일초등학교,서울특별시 강동구 아리수로98길 24,초등학교,02-3426-6472,http://gangil.es.kr,공립
서울개롱초등학교,서울특별시 송파구 문정로 211,초등학교,02-3401-4467,http://www.gaerong.es.kr,공립
서울개명초등학교,서울특별시 구로구 개봉로1다길 16-9,초등학교,02-2684-5117,http://kaemyong.sen.es.kr,공립
서울개봉초등학교,서울특별시 구로구 개봉로16길 30-11,초등학교,02-2612-6058,seoulgaebong.es.kr,공립
서울개운초등학교,서울특별시 성북구 정릉로48길 52,초등학교,02-925-8838, http://gaewoon.sen.es.kr/,공립
서울개웅초등학교,서울특별시 구로구 개봉로11길 98,초등학교,02-2683-1291,http://www.gaewoong.es.kr,공립
서울개원초등학교,서울특별시 강남구 선릉로 29,초등학교,02-2138-1940,https://gaewon.sen.es.kr,공립
서울개일초등학교,서울특별시 강남구 개포로 401,초등학교,02-571-8320,http://www.gaeil.es.kr,공립
서울개포초등학교,서울특별시 강남구 삼성로4길 30,초등학교,02-6952-4092,https://gaepo.sen.es.kr/,공립
서울개현초등학교,서울특별시 강남구 선릉로 15,초등학교,02-2138-1937,https://gaehyeon.sen.es.kr,공립
서울개화초등학교,서울특별시 강서구 양천로 11,초등학교,02-2662-0492,http://www.gaehwa.es.kr,공립
서울거여초등학교,서울특별시 송파구 마천로25길 18,초등학교,02-2160-5400,http://www.geo-yeo.es.kr,공립
서울거원초등학교,서울특별시 송파구 양산로2길 26,초등학교,02-6919-3700,http://www.guhwon.es.kr,공립
서울경동초등학교,서울특별시 성동구 성수일로 34,초등학교,02-6902-2700,http://kyungdong.sen.es.kr,공립
서울경수초등학교,서울특별시 성동구 뚝섬로13길 22,초등학교,02-498-5123,http://www.kyeongsu.es.kr,공립
서울경운학교,서울특별시 종로구 삼일대로 454,특수학교,02-3668-5100,http://www.gyeongun.sc.kr,공립
서울경인초등학교,서울특별시 양천구 안양천로 1009,초등학교,02-2647-2568,http://kyongin.sen.es.kr,공립
서울경일초등학교,서울특별시 성동구 뚝섬로 332,초등학교,02-2086-6200,https://kyongil.sen.es.kr,공립
서울계남초등학교,서울특별시 양천구 목동동로2길 54,초등학교,02-2645-8754,http://gyenam.sen.es.kr,공립
서울계상초등학교,서울특별시 노원구 한글비석로41가길 24,초등학교,02-939-0872,http://www.kyesang.or.kr/,공립
서울고덕초등학교,서울특별시 강동구 아리수로82길 42,초등학교,02-427-0525,www.goduk.es.kr,공립
서울고등학교,서울특별시 서초구 효령로 197,고등학교,02-582-8151,http://seoul.sen.hs.kr,공립
서울고명초등학교,서울특별시 강동구 고덕로46길 53,초등학교,02-3428-5112,http://www.gomyung.es.kr,공립
서울고산초등학교,서울특별시 구로구 중앙로 6,초등학교,02-2617-0591,http://www.kohsan.es.kr,공립
서울고원초등학교,서울특별시 구로구 경인로46길 13,초등학교,02-2066-0960,http://gowon.sen.es.kr,공립
서울고은초등학교,서울특별시 서대문구 모래내로 441,초등학교,02-396-2652,http://goeun.sen.es.kr,공립
서울고일초등학교,서울특별시 강동구 구천면로93길 20,초등학교,02-428-9088,http://goil.es.kr,공립
서울고척초등학교,서울특별시 구로구 경서로 31,초등학교,02-2618-6212,http://gocheok.es.kr,공립
서울고현초등학교,서울특별시 강동구 상일로11길 110,초등학교,02-427-9672,http://gohyeon.sen.es.kr,공립
서울공덕초등학교,서울특별시 마포구 만리재옛길 13,초등학교,02-703-6069,http://kongduck.sen.es.kr,공립
서울공릉초등학교,서울특별시 노원구 동일로173길 12,초등학교,02-949-0212,http://www.gongrung.es.kr,공립
서울공업고등학교,서울특별시 동작구 대방동1길 46,고등학교,02-2082-1810,http://seoul-th.sen.hs.kr,공립
서울공연예술고등학교,서울특별시 구로구 오리로22나길 16-26,고등학교,02-3281-9760,http://sopa.hs.kr,사립
서울공연초등학교,서울특별시 노원구 동일로192가길 16,초등학교,02-3399-2100,http://gongyeon.sen.es.kr,공립
서울공진초등학교,서울특별시 강서구 마곡서로 33,초등학교,02-2223-2300,http://kongjin.sen.es.kr,공립
서울공항초등학교,서울특별시 강서구 마곡서1로 68 ,초등학교,02-2664-1176,http://konghang.sen.es.kr,공립
서울과학고등학교,서울특별시 종로구 혜화로 63,고등학교,02-740-6299,http://www.sshs.hs.kr,공립
서울관광고등학교,서울특별시 관악구 은천로15길 25,고등학교,02-886-9165,http://seoul-tour.sen.hs.kr,사립
서울관악초등학교,서울 관악구 청룡4길 49,초등학교,02-874-3832,http://www.seoul-kwanak.es.kr,공립
서울광남초등학교,서울특별시 광진구 아차산로70길 35,초등학교,02-455-3763,http://seoulgwangnam.es.kr/,공립
서울광장초등학교,서울특별시 광진구 광장로1길 27,초등학교,02-2139-1501,http://kwangjang.sen.es.kr,공립
서울광진초등학교,서울특별시 광진구 자양로40길 41,초등학교,02-458-4693,http://www.gwangjin.es.kr,공립
서울광진학교,서울특별시 광진구 강변역로 18,특수학교,02-6715-9001,http://kjin.sc.kr/,공립
서울광희초등학교,서울특별시 중구 다산로 269,초등학교,02-2238-8455,http://www.gwanghee.es.kr,공립
서울교동초등학교,서울특별시 종로구 삼일대로 446,초등학교,02-765-2884,http://kyodong.sen.es.kr,공립
서울교육대학교부설초등학교,서울특별시 서초구 서초중앙로 96,초등학교,02-6009-6000,http://snueps.sen.es.kr/,국립
서울구남초등학교,서울특별시 광진구 구의강변로 69,초등학교,02-453-8921,http://www.gunam.es.kr,공립
서울구로남초등학교,서울특별시 구로구 디지털로27길 76,초등학교,02-859-0501,http://www.guronam.es.kr,공립
서울구로초등학교,서울특별시 구로구 구로중앙로27나길 9,초등학교,02-861-1941,http://www.guro.es.kr,공립
서울구룡초등학교,서울특별시 강남구 개포로 263,초등학교,02-573-5017,http://www.kuryong.es.kr,공립
서울구산초등학교,서울특별시 은평구 서오릉로15길 16,초등학교,02-387-7487,http://gusan.sen.es.kr,공립
서울구암초등학교,서울특별시 관악구 구암길 1,초등학교,02-871-6041,http://seoulguam.es.kr,공립
서울구의초등학교,서울특별시 광진구 광나루로30길 49,초등학교,02-444-6490,http://guui.sen.es.kr,공립
서울구일초등학교,서울특별시 구로구 구일로 68,초등학교,02-869-9101,http://guil.sen.es.kr,공립
서울구현초등학교,서울특별시 은평구 갈현로15길 51,초등학교,02-352-5518,http://guhyun.sen.es.kr,공립
서울국제고등학교,서울특별시 종로구 성균관로13길 40,고등학교,02-743-9385,http://sghs.sen.hs.kr,공립
서울군자초등학교,서울특별시 동대문구 한천로6길 21,초등학교,02-2244-0488,http://kunja.sen.es.kr,공립
서울금나래초등학교,서울특별시 금천구 시흥대로79길 37,초등학교,02-807-9821,http://geumnarae.sen.es.kr,공립
서울금동초등학교,서울특별시 금천구 금하로30길 53,초등학교,02-809-2125,http://geumdong.sen.es.kr/,공립
서울금북초등학교,서울특별시 성동구 행당로1길 13,초등학교,02-2299-5303,http://geumbuk.es.kr/,공립
서울금산초등학교,서울특별시 금천구 시흥대로24길 57,초등학교,02-806-0254,http://gumsan.sen.es.kr,공립
서울금양초등학교,서울특별시 용산구 효창원로 137,초등학교,02-704-2901,http://keumyang.sen.es.kr,공립
서울금옥초등학교,서울특별시 성동구 독서당로 251,초등학교,02-2297-2267,https://geumok.sen.es.kr,공립
서울금융고등학교,서울특별시 양천구 가로공원로61길 19,고등학교,02-2694-3710,http://www.seoulfc.hs.kr,공립
서울금천초등학교,서울특별시 금천구 탑골로5길 60,초등학교,02-802-4970,http://kumcheon.sen.es.kr,공립
서울금호초등학교,서울특별시 성동구 무수막길 69,초등학교,02-2237-7495,http://www.geumho.es.kr,공립
서울금화초등학교,서울특별시 서대문구 통일로 165,초등학교,02-364-9264,http://www.geumhwa.es.kr,공립
서울길동초등학교,서울특별시 강동구 양재대로116길 69,초등학교,02-475-5591,http://www.gildong.es.kr,공립
서울길원초등학교,서울특별시 성북구 길음로15길 55,초등학교,02-914-9369,http://www.gilwon.es.kr,공립
서울길음초등학교,서울특별시 성북구 길음로 142,초등학교,02-918-9983,http://www.gireum.es.kr/,공립
서울나래학교,서울특별시 서초구 염곡안1길 25,특수학교,02-2058-0190,http://snarae.sen.sc.kr,공립
서울난곡초등학교,서울특별시 관악구 난곡로35길 102,초등학교,02-855-2131,http://nangok.es.kr/,공립
서울난우초등학교,서울특별시 관악구 난우길 40,초등학교,07078741206,http://www.nanwoo.es.kr,공립
서울난향초등학교,서울특별시 관악구 난향길 9,초등학교,02-839-0291,http://nanhyang.es.kr,공립
서울남명초등학교,서울특별시 양천구 중앙로23길 3,초등학교,02-2607-5092,http://nammyeong.sen.es.kr,공립
서울남부초등학교,서울특별시 관악구 남부순환로163길 14,초등학교,02-857-5032,http://seoulnambu.es.kr,공립
서울남사초등학교,서울특별시 동작구 동작대로13길 22,초등학교,02-522-0333,http://namsa.sen.es.kr,공립
서울남산초등학교,서울특별시 중구 퇴계로22길 17,초등학교,02-2097-9500,http://www.namsani.es.kr,공립
서울남성초등학교,서울특별시 동작구 사당로23길 57-14,초등학교,02-595-5471,http://www.namsung.es.kr,공립
서울남정초등학교,서울특별시 용산구 원효로64길 17-10,초등학교,02-712-8938,http://www.seoul-nj.es.kr,공립
서울남천초등학교,서울특별시 송파구 성내천로 207,초등학교,02-3401-0651,http://www.s-namcheon.es.kr,공립
서울내발산초등학교,서울특별시 강서구 강서로46길 23,초등학교,02-3662-7565,http://nbs.sen.es.kr,공립
서울노량진초등학교,서울특별시 동작구 장승배기로 160,초등학교,02-815-1274,http://www.noryangjin.es.kr,공립
서울노원초등학교,서울특별시 노원구 동일로230나길 32,초등학교,02-939-1894,http://www.nowon.es.kr,공립
서울노일초등학교,서울특별시 노원구 동일로 1625,초등학교,02-951-4394,http://noil.sen.es.kr,공립
서울녹번초등학교,서울특별시 은평구 녹번로1길 1,초등학교,02-386-0753,http://nokbun.sen.es.kr,공립
서울녹천초등학교,서울특별시 노원구 마들로3길 34,초등학교,02-977-0670,http://nokcheon.es.kr,공립
서울논현초등학교,서울특별시 강남구 강남대로120길 33,초등학교,02-514-6636,http://nonhyun.sen.es.kr,공립
서울농학교,서울특별시 종로구 필운대로 103,특수학교,02-737-0659,http://seoulnong.sen.sc.kr,국립
서울누원초등학교,서울특별시 도봉구 마들로 859-44,초등학교,02-955-5162,http://www.nuwon.es.kr,공립
서울다솜관광고등학교,서울특별시 종로구 종로58길 30,각종학교(고),02-6743-0501,http://sds.sen.hs.kr,공립
서울다원학교,서울특별시 성북구 성북로31길 5-15,특수학교,02-762-8049,http://dawon.sen.sc.kr,공립
서울답십리초등학교,서울특별시 동대문구 전농로3길 23,초등학교,02-2242-9256,http://www.dapsimni.es.kr,공립
서울당곡초등학교,서울특별시 관악구 보라매로2길 23,초등학교,02-872-4683,http://www.danggok.es.kr,공립
서울당산초등학교,서울특별시 영등포구 선유로55길 32,초등학교,02-2633-1046,http://www.dangsan.es.kr,공립
서울당서초등학교,서울특별시 영등포구 당산로 187,초등학교,02-2675-4532,http://dangseo.es.kr/,공립
서울당중초등학교,서울특별시 영등포구 선유로 131,초등학교,02-2633-1416,http://www.dangjung.es.kr,공립
서울당현초등학교,서울특별시 노원구 동일로213길 52,초등학교,02-932-0605,http://danghyeon.es.kr,공립
서울대곡초등학교,서울특별시 강남구 남부순환로 3022,초등학교,02-565-1942,http://seouldaegok.es.kr,공립
서울대길초등학교,서울특별시 영등포구 대방천로 206,초등학교,02-842-4500,http://idaegil.es.kr,공립
서울대도초등학교,서울특별시 강남구 선릉로 209,초등학교,02-3463-5377,http://www.s-daedo.es.kr,공립
서울대동초등학교,서울특별시 영등포구 대림로21길 6,초등학교,02-6379-6200,http://daedong.sen.es.kr,공립
서울대림초등학교,서울특별시 동작구 대방동1길 22,초등학교,02-822-1984,http://www.seouldaelim.es.kr,공립
서울대명초등학교,서울특별시 강동구 상암로 271,초등학교,02-481-7871,http://www.daemyeong.es.kr,공립
서울대모초등학교,서울특별시 강남구 광평로20길 27,초등학교,02-2226-3715,daemo.sen.es.kr,공립
서울대방초등학교,서울특별시 영등포구 여의대방로35길 14,초등학교,02-833-0083,www.sdaebang.es.kr,공립
서울대신초등학교,서울특별시 서대문구 이화여대2길 27,초등학교,02-363-1994,http://sds.sen.es.kr,공립
서울대영초등학교,서울특별시 영등포구 신길로23길 43,초등학교,02-846-1996,http://www.daeyoung.es.kr,공립
서울대왕초등학교,서울특별시 강남구 헌릉로618길 8,초등학교,02-3412-0122,http://daewang.sen.es.kr,공립
서울대은초등학교,서울특별시 은평구 통일로69길 12-15,초등학교,02-388-0833,https://daeeun.sen.es.kr,공립
서울대조초등학교,서울특별시 은평구 연서로18길 17,초등학교,02-355-3784,http://www.daejo.es.kr,공립
서울대진초등학교,서울특별시 강남구 개포로109길 74,초등학교,02-3412-0472,http://seouldaejin.sen.es.kr,공립
서울대청초등학교,서울특별시 강남구 양재대로55길 28,초등학교,02-459-2152,http://www.daecheong.es.kr,공립
서울대치초등학교,서울특별시 강남구 양재천로 363,초등학교,02-555-2455,http://daechi.sen.es.kr/,공립
서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6,고등학교,02-913-7305,https://snu.sen.hs.kr/,국립
서울대학교사범대학부설여자중학교,서울특별시 종로구 대학로 64,중학교,02-762-5252, http://snu.sen.ms.kr,국립
서울대학교사범대학부설중학교,서울특별시 성북구 월곡로 36,중학교,02-943-5812,http://snums.sen.ms.kr,국립
서울대학교사범대학부설초등학교,서울특별시 종로구 대학로 64,초등학교,02-768-1500,http://snu.sen.es.kr,국립
서울대현초등학교,서울특별시 강남구 역삼로98길 16,초등학교,02-553-6922,http://daehyun.sen.es.kr,공립
서울덕수초등학교,서울특별시 중구 덕수궁길 140,초등학교,02-735-7225,http://deoksoo.es.kr,공립
서울덕암초등학교,서울특별시 노원구 덕릉로112길 68,초등학교,02-3392-0058,http://deokam.es.kr/,공립
서울덕의초등학교,서울특별시 구로구 고척로 213,초등학교,02-2685-0928,http://www.dukeui.es.kr,공립
서울도곡초등학교,서울특별시 강남구 선릉로64길 33,초등학교,02-580-4500,http://dogok.es.kr,공립
서울도림초등학교,서울특별시 영등포구 가마산로65길 22,초등학교,02-832-0590,http://www.seouldorim.es.kr/index.do,공립
서울도봉초등학교,서울특별시 도봉구 도봉로173길 96,초등학교,02-6011-3120,http://dobong.sen.es.kr,공립
서울도성초등학교,서울특별시 강남구 역삼로 313,초등학교,02-567-0039,http://seouldoseong.sen.es.kr,공립
서울도솔학교,서울특별시 도봉구 평화로15번길 9-26,특수학교,02-955-0523,http://dosol.sen.sc.kr,공립
서울도시과학기술고등학교,서울특별시 성북구 종암로 196,고등학교,02-940-2500,http://www.sust.hs.kr,공립
서울도신초등학교,서울특별시 영등포구 도림로53길 32-9,초등학교,02-835-1501,http://www.doshin.es.kr,공립
서울독립문초등학교,서울특별시 종로구 통일로12길 23,초등학교,02-737-4684,http://www.dnm.es.kr,공립
서울독산초등학교,서울특별시 금천구 시흥대로104길 31,초등학교,02-895-0535,http://www.doksan.es.kr,공립
서울독일학교,서울특별시 용산구 독서당로 123-6,외국인학교,02-792-0797,http://www.dsseoul.org,사립
서울돈암초등학교,서울특별시 성북구 동소문로13길 38,초등학교,02-928-2010,http://www.donam.es.kr,공립
서울동교초등학교,서울특별시 마포구 월드컵로25길 86,초등학교,02-324-5091,www.donggyo.es.kr,공립
서울동구고등학교,서울특별시 성북구 성북로8길 71,고등학교,02-762-1301,donggoo.sen.hs.kr,사립
서울동구로초등학교,서울특별시 구로구 구로중앙로14길 43,초등학교,02-853-2407,http://dongguro.es.kr,공립
서울동답초등학교,서울특별시 동대문구 답십리로60길 12,초등학교,02-2213-9820,http://dongdab.sen.es.kr,공립
서울동명초등학교,서울특별시 성동구 마장로29길 29,초등학교,02-2299-5122,http://dgmg.sen.es.kr/index.do,공립
서울동산고등학교,서울특별시 노원구 공릉로 257,고등학교,02-971-0903,http://seouldongsan.sen.hs.kr,사립
서울동신초등학교,서울특별시 성북구 보문사길 50,초등학교,02-923-3870,http://dongsin.sen.es.kr,공립
서울동원초등학교,서울특별시 중랑구 송림길 114,초등학교,02-438-3141,http://dongwon.sen.es.kr,공립
서울동의초등학교,서울특별시 광진구 영화사로 111,초등학교,02-447-2706,http://dongeui.sen.es.kr,공립
서울동일초등학교,서울특별시 노원구 한글비석로 566,초등학교,02-935-8225,http://dongil.sen.es.kr/,공립
서울동자초등학교,서울특별시 광진구 뚝섬로 561,초등학교,02-444-1349,http://www.dongja.es.kr,공립
서울동작초등학교,서울특별시 동작구 동작대로29길 214,초등학교,02-537-1773,http://www.dongjak.es.kr/,공립
서울동천학교,서울특별시 노원구 노원로18길 41,특수학교,02-974-9576,http://dongchun.sen.sc.kr,사립
서울동호초등학교,서울특별시 성동구 매봉길 49-35,초등학교,02-2299-8370,http://dongho.sen.es.kr,공립
서울두산초등학교,서울특별시 금천구 범안로11길 3,초등학교,02-804-1112,http://www.doosan.es.kr,공립
